0.491,0.627,0.758
0.990,0.251,0.499
0.484,0.078,0.342
0.918,0.057,0.625
0.796,1.016,0.559
0.357,0.145,0.281
0.059,0.773,0.414
0.895,0.154,0.449
0.116,0.698,0.497
0.919,0.076,0.722
0.872,0.099,0.551
0.954,0.336,0.589
0.932,0.241,0.525
0.720,0.970,0.559
0.931,0.011,0.581
0.568,0.117,0.295
0.875,0.271,0.560
0.947,0.018,0.577
0.506,0.652,0.756
0.884,0.028,0.619
0.510,0.102,0.286
1.048,0.285,0.540
0.463,0.575,0.793
0.665,0.968,0.525
0.906,0.120,0.426
0.114,0.768,0.440
0.907,0.176,0.418
0.104,0.815,0.437
0.982,0.027,0.567
0.400,0.005,0.235
0.413,0.068,0.297
0.141,0.854,0.418
0.496,0.712,0.822
0.483,0.615,0.789
0.951,0.185,0.622
1.036,0.279,0.560
0.742,1.037,0.527
0.904,0.219,0.524
0.776,0.947,0.603
0.546,0.050,0.288
0.903,0.208,0.414
0.682,0.960,0.567
0.483,0.660,0.840
0.004,0.763,0.424
0.679,0.967,0.587
0.928,0.029,0.637
0.925,0.012,0.625
0.536,0.077,0.276
0.932,0.017,0.589
0.093,0.724,0.438
0.693,0.912,0.492
0.674,0.925,0.569
0.886,0.191,0.395
0.930,0.277,0.548
0.963,0.017,0.598
0.917,0.025,0.629
0.103,0.826,0.417
0.114,0.891,0.365
0.678,0.994,0.530
0.943,0.222,0.572
0.406,0.013,0.281
0.648,0.939,0.573
0.875,0.240,0.527
0.511,0.025,0.245
0.111,0.798,0.351
0.559,0.684,0.822
0.963,0.164,0.558
0.919,0.274,0.514
0.518,0.064,0.302
0.082,0.795,0.387
0.058,0.772,0.481
0.731,0.960,0.576
0.469,0.103,0.233
0.952,0.197,0.495
0.084,0.677,0.435
0.993,0.032,0.539
0.958,0.001,0.608
0.124,0.720,0.404
0.927,0.288,0.577
0.085,0.813,0.446
0.747,0.977,0.559
0.902,0.016,0.615
0.944,0.125,0.497
0.850,0.228,0.474
0.767,0.999,0.580
0.725,0.997,0.476
0.917,0.237,0.553
0.442,0.656,0.762
0.522,0.610,0.799
0.497,0.044,0.227
0.401,0.112,0.320
0.958,0.283,0.455
0.957,0.232,0.516
1.002,0.255,0.506
0.708,0.967,0.585
0.107,0.791,0.447
0.753,0.962,0.480
0.530,0.649,0.805
0.898,0.082,0.596
1.024,0.303,0.573
0.876,0.199,0.461
0.727,0.998,0.545
0.479,0.630,0.811
1.012,0.319,0.580
0.723,1.047,0.539
0.160,0.788,0.444
0.945,0.067,0.632
0.720,0.982,0.482
0.034,0.819,0.456
0.094,0.694,0.428
0.538,0.702,0.712
0.861,0.230,0.461
0.921,0.206,0.534
0.496,0.105,0.253
0.365,0.076,0.313
0.905,0.212,0.424
0.669,0.953,0.514
0.523,0.635,0.757
0.937,0.037,0.633
0.499,0.639,0.793
0.926,0.128,0.496
0.486,0.075,0.300
0.361,0.085,0.263
0.485,0.036,0.275
0.710,0.934,0.517
0.416,0.061,0.377
0.958,0.266,0.520
0.742,1.005,0.525
0.919,0.200,0.563
0.474,0.654,0.778
0.127,0.774,0.452
0.744,0.905,0.538
0.340,0.086,0.204
0.320,0.055,0.316
0.462,0.645,0.840
0.410,0.722,0.799
0.526,0.105,0.286
0.460,0.653,0.808
0.461,0.131,0.290
0.433,0.062,0.267
0.494,0.099,0.232
0.905,0.184,0.492
0.939,0.024,0.609
0.476,0.709,0.791
0.493,0.073,0.207
0.881,0.252,0.513
0.384,0.078,0.335
0.115,0.821,0.436
0.487,0.695,0.857
0.496,0.062,0.193
0.098,0.772,0.419
0.692,0.943,0.575
0.011,0.855,0.492
0.025,0.819,0.363
0.879,0.153,0.383
0.070,0.780,0.458
0.532,0.092,0.306
0.990,0.215,0.586
0.998,0.208,0.603
0.887,0.200,0.411
0.488,0.030,0.241
0.691,0.985,0.481
0.975,0.299,0.536
0.978,0.251,0.560
0.523,0.724,0.866
0.345,0.048,0.327
0.409,0.037,0.331
0.883,0.046,0.635
0.462,0.728,0.791
0.528,0.683,0.777
0.308,0.125,0.285
0.318,0.085,0.225
0.030,0.801,0.479
0.861,0.246,0.426
0.482,0.094,0.201
0.522,0.735,0.821
0.939,0.230,0.537
0.049,0.761,0.491
0.469,0.151,0.266
0.071,0.745,0.397
0.920,0.004,0.529
0.629,1.000,0.513
0.723,0.979,0.515
0.414,0.108,0.278
0.865,0.158,0.488
0.896,0.245,0.506
0.903,0.048,0.622
0.902,0.242,0.393
0.924,0.038,0.628
0.960,0.210,0.543
0.519,0.062,0.301
0.069,0.729,0.435
0.973,0.319,0.524
0.538,0.097,0.272
0.350,0.136,0.326
0.343,0.058,0.349
0.371,0.088,0.335
0.663,0.931,0.555
0.957,0.185,0.572
0.937,0.016,0.693
0.740,0.913,0.494
0.774,0.923,0.577
0.732,0.899,0.498
1.007,0.205,0.537
0.984,0.138,0.509
0.106,0.793,0.380
0.953,0.019,0.608
0.085,0.841,0.470
0.696,0.936,0.600
0.719,0.898,0.553
0.843,0.009,0.643
0.376,0.031,0.354
0.482,0.612,0.775
0.998,0.008,0.588
0.947,0.220,0.453
0.347,0.050,0.329
0.514,0.119,0.299
0.374,0.078,0.310
0.521,0.059,0.256
0.769,0.966,0.509
0.980,0.247,0.521
0.962,0.241,0.543
0.435,0.046,0.248
0.498,0.643,0.742
0.485,0.119,0.236
0.928,0.207,0.458
0.103,0.824,0.409
0.384,0.019,0.353
0.059,0.772,0.393
0.349,0.092,0.322
0.457,0.637,0.847
0.487,0.620,0.772
0.731,0.916,0.535
0.409,0.050,0.358
0.956,0.192,0.573
0.877,0.277,0.438
0.981,0.041,0.588
0.082,0.768,0.461
0.969,0.252,0.493
0.769,0.965,0.542
0.452,0.082,0.200
0.189,0.817,0.518
0.385,0.002,0.345
0.876,0.004,0.590
1.000,0.242,0.524
0.358,0.077,0.291
0.464,0.688,0.808
0.874,0.072,0.565
0.081,0.733,0.438
0.860,0.080,0.539
0.485,0.638,0.773
0.887,0.238,0.409
1.000,0.248,0.436
0.442,0.050,0.326
0.762,0.966,0.545
0.050,0.749,0.456
0.498,0.029,0.296
0.915,0.207,0.429
0.514,0.028,0.238
1.010,0.177,0.561
0.425,0.049,0.273
0.897,0.001,0.549
0.999,0.242,0.576
0.117,0.819,0.466
0.922,0.203,0.455
0.569,0.059,0.227
0.483,0.084,0.339
0.956,0.294,0.541
0.479,0.667,0.775
0.108,0.813,0.424
0.445,0.654,0.816
0.428,0.720,0.809
0.902,0.233,0.467
0.681,0.997,0.547
0.738,0.895,0.565
0.073,0.862,0.503
0.699,0.971,0.536
0.893,0.208,0.451
0.350,0.060,0.309
0.467,0.166,0.332
0.323,0.116,0.311
0.934,0.149,0.490
0.994,0.209,0.553
0.964,0.191,0.615
0.017,0.734,0.419
0.904,0.021,0.668
0.702,0.978,0.541
0.898,0.305,0.545
0.979,0.247,0.577
0.541,0.636,0.825
0.956,0.214,0.572
0.965,0.218,0.574
0.794,1.012,0.559
0.354,0.020,0.405
0.960,0.102,0.593
0.328,0.112,0.262
0.890,0.269,0.571
0.381,0.076,0.329
0.471,0.683,0.801
0.088,0.752,0.440
0.931,0.190,0.277
0.053,0.751,0.416
0.499,0.029,0.255
0.982,0.016,0.624
0.443,0.119,0.373
0.987,0.268,0.431
0.918,0.266,0.592
0.963,0.095,0.607
0.896,0.201,0.419
0.420,0.008,0.277
0.693,1.008,0.626
0.445,0.665,0.805
0.866,0.204,0.462
0.771,0.994,0.542
0.939,0.223,0.440
0.434,0.067,0.318
0.781,1.019,0.557
0.927,0.013,0.704
0.886,0.305,0.472
0.938,0.193,0.580
0.431,0.028,0.328
0.400,0.050,0.292
0.935,0.203,0.464
0.962,0.267,0.437
0.474,0.677,0.840
0.075,0.759,0.414
0.069,0.820,0.451
0.919,0.191,0.416
0.373,0.034,0.262
0.529,0.662,0.780
0.958,0.227,0.514
0.005,0.711,0.356
0.999,0.212,0.572
0.947,0.024,0.573
0.428,0.060,0.279
0.532,0.669,0.792
0.961,0.201,0.553
0.724,1.026,0.501
0.930,0.178,0.450
0.891,0.034,0.574
1.012,0.252,0.548
0.934,0.144,0.523
0.898,0.211,0.535
0.550,0.093,0.250
0.430,0.027,0.285
0.693,1.022,0.530
0.744,0.984,0.504
0.481,0.666,0.826
0.915,0.024,0.552
0.478,0.011,0.319
0.446,0.676,0.814
0.673,0.961,0.545
0.902,0.259,0.457
0.093,0.737,0.456
0.512,0.727,0.799
0.380,0.045,0.194
0.076,0.737,0.425
0.414,0.130,0.230
0.906,0.120,0.627
0.953,0.229,0.551
0.460,0.715,0.827
0.870,0.055,0.670
0.546,0.726,0.709
0.503,0.073,0.245
0.996,0.007,0.629
0.486,0.056,0.262
0.494,0.660,0.747
0.880,0.205,0.451
0.974,0.037,0.593
0.917,0.205,0.518
0.961,0.224,0.426
0.391,0.060,0.328
0.715,0.869,0.543
0.928,0.253,0.578
0.713,0.962,0.569
0.595,0.120,0.280
0.680,0.956,0.518
0.527,0.635,0.715
0.930,0.052,0.618
0.882,0.218,0.525
0.512,0.077,0.268
0.387,0.095,0.235
0.438,0.127,0.257
0.354,0.001,0.289
0.543,0.087,0.276
0.514,0.073,0.281
0.061,0.718,0.443
0.904,0.287,0.481
0.930,0.228,0.452
0.396,0.112,0.336
1.000,0.008,0.561
0.336,0.066,0.243
0.983,0.202,0.447
0.850,0.012,0.553
0.551,0.571,0.809
0.123,0.734,0.493
0.014,0.801,0.400
0.494,0.595,0.812
0.952,0.042,0.589
0.952,0.024,0.598
0.511,0.065,0.268
0.540,0.725,0.767
0.493,0.095,0.212
0.952,0.193,0.488
0.501,0.068,0.261
0.510,0.698,0.850
0.549,0.761,0.821
0.966,0.217,0.465
0.493,0.689,0.828
0.510,0.759,0.786
0.914,0.236,0.408
0.910,0.071,0.639
0.560,0.134,0.282
0.479,0.064,0.273
0.370,0.045,0.295
0.921,0.207,0.418
0.589,0.052,0.252
0.523,0.128,0.260
0.009,0.686,0.396
0.523,0.579,0.843
1.023,0.277,0.454
0.549,0.711,0.728
0.920,0.241,0.520
0.712,0.966,0.559
0.962,0.023,0.614
0.527,0.053,0.226
0.549,0.039,0.232
0.900,0.087,0.620
0.494,0.038,0.287
1.007,0.174,0.569
0.894,0.038,0.634
0.679,0.907,0.563
0.760,1.036,0.527
0.530,0.013,0.297
0.115,0.773,0.453
0.478,0.086,0.312
0.307,0.057,0.277
0.114,0.782,0.511
0.903,0.171,0.396
0.692,0.946,0.533
0.927,0.141,0.451
0.758,0.948,0.634
0.476,0.097,0.304
0.925,0.250,0.546
0.391,0.067,0.263
0.014,0.824,0.447
0.084,0.785,0.369
0.536,0.659,0.767
0.933,0.190,0.537
0.950,0.267,0.593
0.054,0.857,0.456
0.991,0.169,0.535
0.094,0.783,0.362
0.966,0.188,0.501
0.449,0.003,0.250
0.416,0.051,0.273
0.411,0.135,0.361
0.131,0.739,0.424
0.948,0.185,0.462
0.907,0.192,0.510
0.925,0.135,0.354
0.888,0.045,0.605
0.935,0.237,0.580
0.404,0.065,0.201
0.906,0.248,0.522
0.904,0.002,0.621
0.974,0.232,0.489
0.920,0.254,0.561
0.426,0.085,0.249
0.341,0.073,0.256
0.997,0.175,0.528
0.460,0.692,0.790
0.506,0.601,0.805
0.462,0.701,0.817
0.526,0.687,0.800
0.009,0.801,0.379
0.892,0.266,0.408
0.502,0.040,0.302
0.925,0.190,0.433
0.982,0.208,0.649
0.545,0.675,0.839
0.047,0.800,0.507
0.507,0.148,0.245
0.905,0.125,0.503
0.514,0.049,0.298
0.511,0.690,0.814
0.987,0.168,0.496
0.429,0.043,0.293
0.508,0.684,0.791
0.072,0.809,0.376
0.354,0.087,0.303
0.962,0.147,0.615
0.923,0.225,0.545
0.419,0.123,0.190
0.927,0.259,0.497
0.406,0.723,0.749
0.469,0.069,0.318
0.936,0.205,0.647
0.527,0.049,0.298
0.442,0.058,0.325
0.134,0.819,0.394
0.455,0.093,0.259
0.382,0.010,0.301
0.909,0.184,0.403
0.479,0.635,0.764
0.048,0.713,0.413
0.915,0.266,0.460
0.331,0.015,0.250
0.395,0.046,0.249
0.406,0.157,0.213
0.861,0.004,0.620
0.905,0.213,0.574
0.502,0.076,0.281
0.728,0.978,0.566
0.932,0.252,0.470
0.953,0.287,0.572
0.528,0.718,0.857
0.894,0.155,0.454
0.522,0.678,0.783
0.366,0.086,0.368
0.431,0.061,0.357
0.513,0.065,0.342
0.942,0.021,0.598
0.347,0.106,0.337
0.859,0.061,0.619
0.986,0.184,0.524
0.991,0.288,0.529
0.878,0.029,0.555
0.501,0.175,0.251
0.933,0.032,0.609
0.961,0.212,0.346
0.444,0.060,0.297
0.391,0.055,0.285
0.971,0.197,0.574
0.939,0.200,0.404
0.892,0.025,0.574
0.947,0.208,0.585
0.159,0.801,0.453
0.462,0.756,0.765
1.032,0.242,0.527
0.128,0.861,0.496
0.935,0.313,0.524
0.880,0.270,0.439
0.845,0.248,0.562
0.407,0.708,0.858
0.965,0.030,0.624
0.066,0.768,0.457
0.934,0.213,0.498
0.931,0.203,0.502
1.008,0.214,0.533
0.361,0.075,0.285
0.337,0.063,0.189
0.108,0.799,0.446
0.498,0.714,0.870
0.978,0.022,0.531
0.055,0.799,0.445
0.565,0.701,0.837
0.041,0.818,0.360
0.345,0.056,0.365
0.546,0.652,0.833
0.908,0.049,0.529
0.371,0.085,0.336
0.710,0.983,0.521
0.299,0.040,0.265
0.930,0.088,0.638
0.335,0.050,0.315
0.064,0.792,0.488
0.433,0.687,0.847
0.908,0.024,0.591
0.113,0.766,0.404
0.552,0.703,0.773
0.558,0.693,0.832
0.763,1.037,0.561
1.012,0.052,0.563
0.504,0.071,0.227
0.964,0.224,0.449
0.019,0.784,0.442
0.891,0.185,0.570
0.927,0.009,0.567
0.502,0.086,0.231
0.120,0.704,0.529
0.719,0.963,0.459
0.929,0.004,0.615
0.511,0.148,0.200
0.023,0.761,0.472
0.486,0.092,0.228
0.960,0.224,0.418
0.427,0.652,0.796
0.529,0.029,0.281
0.059,0.817,0.399
0.036,0.771,0.426
0.955,0.031,0.601
0.084,0.830,0.449
0.897,0.150,0.373
0.369,0.107,0.326
0.473,0.106,0.319
0.116,0.740,0.458
0.721,0.937,0.548
0.941,0.022,0.611
0.048,0.859,0.449
0.903,0.010,0.576
0.453,0.007,0.281
0.768,0.998,0.599
0.946,0.025,0.598
0.906,0.139,0.468
0.718,0.895,0.593
0.459,0.653,0.812
0.713,0.997,0.514
0.995,0.259,0.531
0.864,0.042,0.622
0.838,0.178,0.446
0.122,0.771,0.438
0.035,0.706,0.435
0.562,0.070,0.299
0.506,0.067,0.272
0.458,0.729,0.795
0.951,0.053,0.583
0.500,0.645,0.755
0.946,0.200,0.589
0.889,0.019,0.649
0.469,0.749,0.799
0.784,1.014,0.544
0.910,0.256,0.508
0.073,0.834,0.468
0.943,0.177,0.609
0.883,0.244,0.608
0.900,0.213,0.457
0.953,0.228,0.521
0.529,0.027,0.191
0.367,0.036,0.284
0.060,0.748,0.418
0.029,0.797,0.429
0.721,0.991,0.534
0.847,0.282,0.414
0.914,0.027,0.622
0.392,0.156,0.370
0.529,0.115,0.261
0.574,0.008,0.384
0.908,0.157,0.487
0.927,0.056,0.636
0.546,0.156,0.222
0.914,0.305,0.459
0.909,0.040,0.535
0.026,0.779,0.424
0.723,0.964,0.578
0.520,0.143,0.268
0.492,0.111,0.282
0.358,0.013,0.286
0.566,0.104,0.307
0.352,0.030,0.310
0.461,0.049,0.200
0.029,0.693,0.422
0.436,0.715,0.784
0.394,0.129,0.248
0.952,0.211,0.543
0.040,0.790,0.432
0.969,0.008,0.661
0.285,0.108,0.222
0.481,0.037,0.269
0.907,0.085,0.608
0.921,0.086,0.550
0.536,0.631,0.787
0.037,0.833,0.480
0.896,0.249,0.559
0.948,0.221,0.543
0.928,0.169,0.517
0.748,0.971,0.453
0.551,0.661,0.864
0.100,0.777,0.438
0.478,0.069,0.247
0.500,0.126,0.302
0.057,0.766,0.383
0.517,0.043,0.281
0.944,0.160,0.428
0.471,0.723,0.758
0.680,0.958,0.510
0.733,0.952,0.565
0.945,0.017,0.627
0.523,0.061,0.244
0.879,0.011,0.604
0.500,0.666,0.742
0.426,0.038,0.262
0.505,0.755,0.796
0.892,0.192,0.424
0.392,0.073,0.369
0.907,0.199,0.429
0.433,0.037,0.250
0.942,0.074,0.514
0.921,0.035,0.577
0.450,0.074,0.274
0.920,0.239,0.550
0.929,0.002,0.558
0.907,0.048,0.628
0.092,0.839,0.475
0.520,0.653,0.812
0.931,0.277,0.563
0.509,0.046,0.290
0.840,0.247,0.493
0.713,1.005,0.518
0.387,0.120,0.242
0.694,1.080,0.609
0.397,0.082,0.332
0.957,0.159,0.502
0.415,0.111,0.317
0.338,0.003,0.356
0.347,0.112,0.220
0.365,0.010,0.338
0.948,0.246,0.489
0.902,0.002,0.583
0.928,0.203,0.490
0.572,0.717,0.845
0.957,0.007,0.596
0.957,0.198,0.524
0.760,0.965,0.574
0.879,0.232,0.538
0.467,0.044,0.274
0.419,0.060,0.248
0.546,0.042,0.288
0.077,0.733,0.464
0.577,0.660,0.764
0.424,0.077,0.301
0.508,0.720,0.857
0.984,0.268,0.546
0.969,0.005,0.604
0.811,0.282,0.486
0.509,0.013,0.239
0.424,0.029,0.275
0.470,0.061,0.235
0.556,0.769,0.897
0.995,0.225,0.533
0.684,1.024,0.623
0.901,0.190,0.527
0.748,0.944,0.562
0.372,0.089,0.362
0.477,0.714,0.766
0.719,0.913,0.512
0.906,0.225,0.548
0.951,0.199,0.476
0.756,0.986,0.477
0.959,0.234,0.560
0.911,0.091,0.592
0.535,0.045,0.302
1.041,0.247,0.560
0.669,0.949,0.551
0.355,0.087,0.273
0.335,0.020,0.287
0.364,0.072,0.344
0.872,0.243,0.449
0.299,0.023,0.291
0.867,0.254,0.484
1.013,0.234,0.557
0.953,0.245,0.558
0.509,0.003,0.298
0.489,0.081,0.224
0.931,0.048,0.647
0.988,0.186,0.447
0.743,1.011,0.574
0.889,0.250,0.570
0.681,0.990,0.527
0.885,0.017,0.638
0.991,0.212,0.624
0.974,0.217,0.566
0.411,0.054,0.290
0.946,0.071,0.584
0.501,0.693,0.822
0.927,0.169,0.518
0.514,0.133,0.222
0.382,0.082,0.264
0.312,0.063,0.372
0.105,0.820,0.432
0.913,0.180,0.494
0.811,0.968,0.526
0.800,1.001,0.523
0.418,0.099,0.251
0.945,0.239,0.496
0.069,0.824,0.463
0.478,0.104,0.225
0.164,0.796,0.473
0.477,0.035,0.220
0.940,0.006,0.661
0.881,0.234,0.453
0.501,0.130,0.349
0.368,0.034,0.215
0.540,0.687,0.781
0.919,0.257,0.465
0.717,0.984,0.579
0.947,0.060,0.576
0.773,0.997,0.544
0.903,0.205,0.429
0.891,0.176,0.448
0.490,0.682,0.797
0.678,0.988,0.516
0.478,0.561,0.785
0.670,0.966,0.548
0.899,0.154,0.618
0.550,0.080,0.229
0.368,0.057,0.239
0.691,1.084,0.544
0.865,0.026,0.656
0.888,0.027,0.679
0.933,0.157,0.464
0.914,0.257,0.512
0.457,0.054,0.214
0.961,0.189,0.577
0.880,0.039,0.680
0.516,0.605,0.784
0.971,0.052,0.567
0.537,0.668,0.795
0.529,0.655,0.837
0.855,0.029,0.602
0.711,0.978,0.612
0.528,0.735,0.758
0.091,0.723,0.387
1.009,0.300,0.507
0.760,1.054,0.562
0.426,0.022,0.330
0.845,0.060,0.664
0.843,0.155,0.491
0.919,0.212,0.514
0.301,0.017,0.311
0.498,0.659,0.799
0.458,0.139,0.349
0.405,0.076,0.258
0.480,0.094,0.294
0.960,0.063,0.639
0.897,0.050,0.634
0.520,0.670,0.813
0.773,0.938,0.486
0.941,0.242,0.418
0.937,0.228,0.566
0.325,0.057,0.233
0.903,0.046,0.583
0.729,0.979,0.576
0.352,0.041,0.307
0.510,0.110,0.267
0.527,0.034,0.258
0.679,0.985,0.553
0.997,0.245,0.564
0.690,0.957,0.527
0.984,0.003,0.595
